Athlete_ID,Gender,Name,Nationality
832,M,Louis Helm,United States
833,M,Gustav Voerg,United States
834,M,Harry Lott,United States
835,M,Frank Schell,United States
836,M,James Flanagan,United States
837,M,Michael Gleason,United States
838,M,Joseph Dempsey,United States
839,M,Frederick Cresser,United States
840,M,Charles Armstrong,United States
841,M,Donald MacKenzie,Canada
842,M,Pat Reiffenstein,Canada
843,M,Colonel Rice,Canada
844,M,Thomas Loudon,Canada
845,M,Phil Boyd,Canada
846,M,Arthur B Bailey,Canada
847,M,George Strange,Canada
848,M,William Wadsworth,Canada
849,M,Joseph Wright,Canada
850,M,Scott Leary,United States
851,M,Charles Daniels,United States
852,M,Frank Gailey,United States
853,M,Emil Rausch,Germany
854,M,Géza Kiss,Hungary
855,M,Walter Brack,Germany
856,M,Georg Zacharias,Germany
857,M,Henry Handy,United States
858,M,Louis Handley,United States
859,M,Joseph Ruddy,United States
860,M,Hugo Goetz,United States
861,M,David Hammond,United States
862,M,William Tuttle,United States
863,M,Raymond Thorne,United States
864,M,Marquard Schwarz,United States
865,M,Gwynne Evans,United States
866,M,Amedee Reyburn,United States
867,M,William Orthwein,United States
868,M,Beales Wright,United States
869,M,Robert LeRoy,United States
870,M,Edgar Leonard,United States
871,M,Alonzo Bell,United States
872,M,Clarence Gamble,United States
873,M,Allen West,United States
874,M,Arthur Wear,United States
875,M,Joseph Wear,United States
876,M,Henry Seiling,United States
877,M,Pat Flanagan,United States
878,M,Conrad Magnussen,United States
879,M,Sidney Johnson,United States
880,M,Oscar Olson,United States
881,M,Charles Rose,United States
882,M,August Rodenberg,United States
883,M,Max Brown,United States
884,M,William Seiling,United States
885,M,Orrin Upshaw,United States
886,M,Charles Thias,United States
887,M,Charles Haberkorn,United States
888,M,Oscar Friede,United States
889,M,Harry Jacobs,United States
890,M,Frank Kungler,Germany
891,M,David Hesser,United States
892,M,David Bratton,United States
893,M,George van Cleaf,United States
894,M,James Steen,United States
895,M,Jerome Steever,United States
896,M,Edwin Swatek,United States
897,M,Rex Beach,United States
898,M,Charles Healey,United States
899,M,Fred Schreiner,United States
900,M,John Meyers,United States
901,M,Augustus Goessling,United States
902,M,Manfred Toeppen,United States
903,M,Oscar Osthoff,United States
904,M,Frederick Winters,United States
905,M,Frank Kungler,United States
906,M,Periklis Kakousis,Greece
907,M,Robert Curry,United States
908,M,John Hein,United States
909,M,Gustav Thiefenthaler,United States
910,M,George Mehnert,United States
911,M,Gustav Bauer,United States
912,M,William Nelson,United States
913,M,Jack Niflot,United States
914,M,August Wester,United States
915,M,Zenon Strebler,United States
916,M,Benjamin Bradshaw,United States
917,M,Theodore McLear,United States
918,M,Charles Clapper,United States
919,M,Otto Roehm,United States
920,M,Rudolf Tesing,United States
921,M,Albert Zirkel,United States
922,M,Charles Ericksen,United States
923,M,William Beckman,United States
924,M,Jerry Winholtz,United States
925,M,Bernhuff Hansen,United States
926,M,Fred Warmboldt,United States
927,M,Nigel Barker,Australia
928,M,Wyndham Halswelle,Great Britain
929,M,John McGough,Great Britain
930,M,Kristian Hellström,Sweden
931,M,Henry Hawtrey,Great Britain
932,M,John Svanberg,Sweden
933,M,Edward Dahl,Sweden
934,M,William Sherring,Canada
935,M,William Frank,United States
936,M,Bob Leavitt,United States
937,M,Alfred Healey,Great Britain
938,M,Vincent Duncker,Germany
939,M,George Bonhag,United States
940,M,Donald Linden,Canada
941,M,Konstantin Spetsiotis,Greece
942,M,György Sztantics,Hungary
943,M,Hermann Müller,Germany
944,M,Georgios Saridakis,Greece
945,M,Con Leahy,Great Britain
946,M,Themistoklis Diakidis,Greece
947,M,Herbert Kerrigan,United States
948,M,Leon Dupont,Belgium
949,M,Peter O'Connor,Great Britain
950,M,Hugo Friend,United States
951,M,Fernand Gonder,France
952,M,Bruno Söderström,Sweden
953,M,Edward Glover,United States
954,M,Thomas Cronan,United States
955,M,Verner Järvinen,Finland
956,M,István Mudin,Hungary
957,M,Eric Lemming,Sweden
958,M,Knut Lindberg,Sweden
959,M,Mihály Dávid,Hungary
960,M,Michel Dorizas,Greece
961,M,Hjalmar Mellander,Sweden
962,M,Fernand Vast,France
963,M,Maurice Bardonneau,France
964,M,Edmond Luguet,France
965,M,Francesco Verri,Italy
966,M,Herbert Bouffler,Great Britain
967,M,Eugène Debougnie,Belgium
968,M,Herbert Crowther,Great Britain
969,M,Henri Menjou,France
970,M,Arthur Rushen,Great Britain
971,M,Johnnie Matthews,Great Britain
972,M,Bruno Götze,Germany
973,M,Max Götze,Germany
974,M,Karl Arnold,Germany
975,M,Otto Küpferling,Germany
976,M,Billy Pett,Great Britain
977,M,Gottlob Walz,Germany
978,M,Otto Satzinger,Austria
979,M,Georges Dillon-Kavanagh,France
980,M,Gustav Casmir,Germany
981,M,Pierre d'Hugues,France
982,M,Hendrik van Blijenburgh,Netherlands
983,M,Cyrille Verbrugge,Belgium
984,M,Carlo Gandini,Italy
985,M,Ioannis Raisis,Greece
986,M,Cyril Mohr,France
987,M,Lord William Desborough,Great Britain
988,M,Cosmo Duff-Gordon,Great Britain
989,M,Edgar Seligman,Great Britain
990,M,Charles Newton-Robinson,Great Britain
991,M,Fernand de Montigny,Belgium
992,M,Constant Cloquet,Belgium
993,M,Edmond Crahay,Belgium
994,M,Philippe Le Hardy de Beaulieu,Belgium
995,M,Federico Cesarano,Italy
996,M,George van Rossem,Netherlands
997,M,Péter Tóth,Hungary
998,M,Jacob Erckrath de Bary,Germany
999,M,August Petri,Germany
1000,M,Emil Schön,Germany
1001,M,Triantaphylos Kordogiannis,Greece
1002,M,Menelaos Sakoraphos,Greece
1003,M,Kh. Zorbas,Greece
1004,M,Maurits van Löben Sels,Netherlands
1005,M,James Melvill van Carnbée,Netherlands
1006,M,Johannes Osten,Netherlands
1007,M,Charles von Buchwald,Denmark
1008,M,Aage Andersen,Denmark
1009,M,Henry Rambusch,Denmark
1010,M,Stefan Rasmussen,Denmark
1011,M,Peder Pedersen,Denmark
1012,M,Carl Pedersen,Denmark
1013,M,Oscar Nielsen-Nørland,Denmark
1014,M,August Lindgren,Denmark
1015,M,Hjalmar Herup,Denmark
1016,M,Parmo Ferslev,Denmark
1017,M,Holger Frederiksen,Denmark
1018,M,Viggo Andersen,Denmark
1019,M,Edwin Charnaud,Great Britain
1020,M,Zareck Couyoumdzian,Great Britain
1021,M,Percy de la Fontaine,France
1022,M,Edouard Giraud,France
1023,M,Jacques Giraud,France
1024,M,Henri Joly,France
1025,M,Albert Whittal,Great Britain
1026,M,Donald Whittal,Great Britain
1027,M,Edward Whittal,Great Britain
1028,M,Godfrey Whittal,Great Britain
1029,M,Harold Whittal,Great Britain
1030,M,Ioannis Saridakis,Greece
1031,M,Georgios Sotiriadis,Greece
1032,M,Antonios Tegos,Greece
1033,M,Georgios Vaporis,Greece
1034,M,Vasilios Zardakis,Greece
1035,M,Nikolaos Pentsikis,Greece
1036,M,Nikolaos Pindos,Greece
1037,M,Dimitrios Mikhitsopoulos,Greece
1038,M,Ioannis Kyrou,Greece
1039,M,Antonios Karangonidis,Greece
1040,M,Ioannis Abbot,Greece
1041,M,Pierre Payssé,France
1042,M,Alberto Braglia,Italy
1043,M,Georges Charmoille,France
1044,M,Oskar Bye,Norway
1045,M,Conrad Carlsrud,Norway
1046,M,Harald Eriksen,Norway
1047,M,Osvald Falch,Norway
1048,M,Khristian Fjerdingen,Norway
1049,M,Yngvar Fredriksen,Norway
1050,M,Karl Haagensen,Norway
1051,M,Andreas Hagelund,Norway
1052,M,Harald Halvorsen,Norway
1053,M,Finn Münster,Norway
1054,M,Frithjof Olsen,Norway
1055,M,Carl Alfred Pedersen,Norway
1056,M,Thorleif Petersen,Norway
1057,M,Rasmus Pettersen,Norway
1058,M,Thorleif Røhn,Norway
1059,M,Petter Hol,Norway
1060,M,Eugen Ingebretsen,Norway
1061,M,Mathias Jespersen,Norway
1062,M,Carl Albert Andersen,Norway
1063,M,Johan Stumpf,Norway
1064,M,Carl Andersen,Denmark
1065,M,Halvor Birch,Denmark
1066,M,Peder Bukdahl,Denmark
1067,M,Kaj Gnudtzmann,Denmark
1068,M,Erik Klem,Denmark
1069,M,Harald Klem,Denmark
1070,M,Louis Larsen,Denmark
1071,M,Jens Lorentzen,Denmark
1072,M,Robert Madsen,Denmark
1073,M,Carl Manicus-Hansen,Denmark
1074,M,Knud Holm,Denmark
1075,M,Oluf Olsson,Denmark
1076,M,Hans Pedersen,Denmark
1077,M,Oluf Pedersen,Denmark
1078,M,Niels Petersen,Denmark
1079,M,Viktor Rasmussen,Denmark
1080,M,Marius Skram-Jensen,Denmark
1081,M,Marius Thuesen,Denmark
1082,M,Raffaello Giannoni,Italy
1083,M,Azeglio Innocenti,Italy
1084,M,Filiberto Innocenti,Italy
1085,M,Maurizio Masetti,Italy
1086,M,Vitaliano Masotti,Italy
1087,M,Quintilio Mazzoncini,Italy
1088,M,Spartaco Nerozzi,Italy
1089,M,Manlio Pastorini,Italy
1090,M,Cino Civinini,Italy
1091,M,Federico Bertinotti,Italy
1092,M,Georgios Aliprantis,Greece
1093,M,Béla Erõdy,Hungary
1094,M,Konstantinos Kozanitas,Greece
1095,M,Gaston Delaplane,France
1096,M,Joseph Larran,France
1097,M,Giorgio Cesana,Italy
1098,M,Enrico Bruna,Italy
1099,M,Emilio Fontanella,Italy
1100,M,Luigi Diana,Italy
1101,M,Francesco Civera,Italy
1102,M,Emilio Cesarana,Italy
1103,M,Charles Delaporte,France
1104,M,Marcel Frébourg,France
1105,M,Theofilakos Psiliakos,Greece
1106,M,Max Orban,Belgium
1107,M,Rémy Orban,Belgium
1108,M,Joseph Halcet,France
1109,M,Adolphe Bernard,France
1110,M,Jean-Baptiste Mathieu,France
1111,M,Riccardo Zardinoni,Italy
1112,M,Giuseppe Poli,Italy
1113,M,Léon Delignières,France
1114,M,Paul Echard,France
1115,M,Jean-Baptiste Laporte,France
1116,M,Pierre Sourbé,France
1117,M,Giovanni Battista Tanio,Italy
1118,M,R Taormina,Italy
1119,M,G Tarantino,Italy
1120,M,P Toio,Italy
1121,M,E Bellotti,Italy
1122,M,Giuseppe Russo,Italy
1123,M,Angelo Formaciari,Italy
1124,M,P Kipraios,Greece
1125,M,N Karsouvas,Greece
1126,M,D Balourdos,Greece
1127,M,D Dais,Greece
1128,M,N Dekavalas,Greece
1129,M,K Misonginis,Greece
1130,M,S Vessalas,Greece
1131,M,D Souranis,Greece
1132,M,P Mexis,Greece
1133,M,P Lomvardos,Greece
1134,M,G Maroulis,Greece
1135,M,N Photinakis,Greece
1136,M,D Grous,Greece
1137,M,Dionysius Khristeas,Greece
1138,M,Konstantinos Kephalas,Greece
1139,M,Ioannis Laphiotis,Greece
1140,M,Ioannis Kaisarevs,Greece
1141,M,Demetrious Kakousis,Greece
1142,M,Paulos Karnagiozis,Greece
1143,M,Ioannis Agrimis,Greece
1144,M,Ioannis Georgas,Greece
1145,M,Andreas Drivas,Greece
1146,M,Demetrious Piaditis,Greece
1147,M,Ioannis Pilouris,Greece
1148,M,Ioannis Loukas,Greece
1149,M,Isidoros Mikhas,Greece
1150,M,Argos Milonas,Greece
1151,M,Mikhail Mouratis,Greece
1152,M,Mikhail Sokos,Greece
1153,M,Petros Velliotis,Greece
1154,M,Khristos Tsirigotakis,Greece
1155,M,Xenophon Stellas,Greece
1156,M,Nikolaos Steryiou,Greece
1157,M,Ioannis Tsirakis,Greece
1158,M,Georgios Nikoloutsos,Greece
1159,M,Konstantinos Niotis,Greece
1160,M,Ioannis Milakas,Greece
1161,M,S Lemonis,Greece
1162,M,Ioannis Papapanayiotou,Greece
1163,M,Konstantinos Papayiannoulis,Greece
1164,M,Petros Pterneas,Greece
1165,M,Ioannis Phasilis,Greece
1166,M,Ioannis Gripaios,Greece
1167,M,Samatios Diomataras,Greece
1168,M,Ioannis Dolas,Greece
1169,M,Mikhail Katsoulis,Greece
1170,M,Evangelos Kanakaris,Greece
1171,M,Evangelos Khalderos,Greece
1172,M,L Frediani,Italy
1173,M,Ezio Germignani,Italy
1174,M,Augusto Graffigna,Italy
1175,M,F Pieraccini,Italy
1176,M,G Pizzo,Italy
1177,M,Alp. Nordio,Italy
1178,M,P Oddone,Italy
1179,M,F Mennella,Italy
1180,M,S Messina,Italy
1181,M,Antonio Mautrere,Italy
1182,M,G Cingottu,Italy
1183,M,Angelo Buoni,Italy
1184,M,Angelo Santini,Italy
1185,M,G Zannino,Italy
1186,M,Sebastiano Randazzo,Italy
1187,M,E Rossi,Italy
1188,M,Alberto Ruggia,Italy
1189,M,Alexandros Theophilakis,Greece
1190,M,Georgios Skotadis,Greece
1191,M,Jean Fouconnier,France
1192,M,Raoul Comte de Boigne,France
1193,M,Hermann Martin,France
1194,M,Cesare Liverziani,Italy
1195,M,Aristides Rangavis,Greece
1196,M,Konstantinos Skarlatos,Greece
1197,M,Johan Hübner von Holst,Sweden
1198,M,Vilhelm Carlberg,Sweden
1199,M,Jean Reich,Switzerland
1200,M,Marcel Meyer de Stadelhofen,Switzerland
1201,M,Guldbrand Skatteboe,Norway
1202,M,Ole Holm,Norway
1203,M,Jul Braathe,Norway
1204,M,John Møller,Norway
1205,M,Albert Helgerud,Norway
1206,M,Maurice Faure,France
1207,M,Sidney Merlin,Great Britain
1208,M,Anastasios Metaxas,Greece
1209,M,Gerald Merlin,Great Britain
1210,M,Ioannis Peridis,Greece
1211,M,Cecil Healy,Australia
1212,M,Otto Scheff,Austria
1213,M,Henry Taylor,Great Britain
1214,M,Jack Jarvis,Great Britain
1215,M,Henrik Hajós,Hungary
1216,M,József Ónody,Hungary
1217,M,Ernst Bahnmeyer,Germany
1218,M,Max Pape,Germany
1219,M,Oscar Schiele,Germany
1220,M,William Henry,Great Britain
1221,M,Rob Derbyshire,Great Britain
1222,M,Maurice Germot,France
1223,M,Jánsky Zemla,Bohemia
1224,F,Esmee Simiriotou,Greece
1225,F,Sophia Marinou,Greece
1226,F,Euphrosine Paspati,Greece
1227,M,Ioannis Ballis,Greece
1228,M,Xenophon Kasdaglis,Greece
1229,M,Ládislav Zemla,Bohemia
1230,M,Zdenek Zemla,Bohemia
1231,F,Marie Decugis,France
1232,M,Georgios Simiriotis,Greece
1233,F,Aspasia Matsa,Greece
1234,M,Heinrich Schneidereit,Germany
1235,M,Julius Wagner,Germany
1236,M,Wilhelm Ritzenhof,Germany
1237,M,Heinrich Rondi,Germany
1238,M,Karl Kaltenbach,Germany
1239,M,Joseph Krämer,Germany
1240,M,Wilhelm Born,Germany
1241,M,Willy Dörr,Germany
1242,M,Georgios Psakhos,Greece
1243,M,Vasilios Psakhos,Greece
1244,M,Georgios Papachristou,Greece
1245,M,Konstantinos Lazaros,Greece
1246,M,Spyros Lazaros,Greece
1247,M,Panayiotis Trivoulidis,Greece
1248,M,Spyros Vellas,Greece
1249,M,Antonios Tsitas,Greece
1250,M,Ture Wersæll,Sweden
1251,M,Erik Granfelt,Sweden
1252,M,Gustaf Grönberger,Sweden
1253,M,Anton Gustafsson,Sweden
1254,M,Axel Norling,Sweden
1255,M,Osvald Holmberg,Sweden
1256,M,Carl Svensson,Sweden
1257,M,Josef Steinbach,Austria
1258,M,Tullio Camilotti,Italy
1259,M,Dimitrios Tophalos,Greece
1260,M,Alexandre Maspoli,France
1261,M,Rudolf Watzl,Austria
1262,M,Carl Carlsen,Denmark
1263,M,Ferenc Holubán,Hungary
1264,M,Verner Weckman,Finland
1265,M,Rudolf Lindmayer,Austria
1266,M,Robert Behrens,Denmark
1267,M,Søren Jensen,Denmark
1268,M,Henri Baur,Austria
1269,M,Marcel Dubois,Belgium
1270,M,Eugène Grisot,France
1271,M,Louis Vernet,France
1272,M,Gustave Cabaret,France
1273,F,Queenie Newall,Great Britain
1274,F,Lottie Dod,Great Britain
1275,F,Beatrice Hill-Lowe,Great Britain
1276,M,William Dod,Great Britain
1277,M,Reginald Brooks-King,Great Britain
1278,M,Reggie Walker,South Africa
1279,M,James Rector,United States
1280,M,Robert Kerr,Canada
1281,M,Robert Cloughen,United States
1282,M,Melvin Sheppard,United States
1283,M,Emilio Lunghi,Italy
1284,M,Hanns Braun,Germany
1285,M,Harold Wilson,Great Britain
1286,M,Norman Hallows,Great Britain
1287,M,Emil Voigt,Great Britain
1288,M,Edward Owen,Great Britain
1289,M,John Hayes,United States
1290,M,Charles Hefferon,South Africa
1291,M,Joe Forshaw,United States
1292,M,Forrest Smithson,United States
1293,M,John Garrels,United States
1294,M,Arthur Shaw,United States
1295,M,Charles Bacon,United States
1296,M,Jimmy Tremeer,Great Britain
1297,M,Arthur Russell,Great Britain
1298,M,Archie Robertson,Great Britain
1299,M,John Eisele,United States
1300,M,Bill Hamilton,United States
1301,M,John Taylor,United States
1302,M,Hans Eicke,Germany
1303,M,Aute Hoffmann,Germany
1304,M,Otto Trieloff,Germany
1305,M,József Nagy,Hungary
1306,M,Pál Simon,Hungary
1307,M,Ödön Bodor,Hungary
1308,M,Frigyes Wiesner,Hungary
1309,M,Vilmos Racz,Hungary
1310,M,William Coales,Great Britain
1311,M,Joe Deakin,Great Britain
1312,M,Herbert Trube,United States
1313,M,Gavie Dull,United States
1314,M,Harvey Cohn,United States
1315,M,Louis de Fleurac,France
1316,M,Joseph Dreher,France
1317,M,Paul Lizandier,France
1318,M,Jean Bouin,France
1319,M,Alexandre Fayollat,France
1320,M,George Larner,Great Britain
1321,M,Ernest Webb,Great Britain
1322,M,Harry Kerr,Australasia
1323,M,Edward Spencer,Great Britain
1324,M,Harry Porter,United States
1325,M,Géo André,France
1326,M,István Somodi,Hungary
1327,M,Konstantinos Tsiklitiras,Greece
1328,M,Frank Irons,United States
1329,M,Dan Kelly,United States
1330,M,Calvin Bricker,Canada
1331,M,Ed Cook,United States
1332,M,Alfred Gilbert,United States
1333,M,Charles Jacobs,United States
1334,M,Ed Archibald,Canada
1335,M,Timothy Ahearne,Great Britain
1336,M,Garfield MacDonald,Canada
1337,M,Edvard Larsen,Norway
1338,M,Bill Horr,United States
1339,M,Merritt Giffin,United States
1340,M,Matt McGrath,United States
1341,M,Con Walsh,Canada
1342,M,Arne Halse,Norway
1343,M,Otto Nilsson,Sweden
1344,M,Dennis Horgan,Great Britain
1345,M,Henry Thomas,Great Britain
1346,M,John Condon,Great Britain
1347,M,William Webb,Great Britain
1348,M,Richard Gunn,Great Britain
1349,M,Charles Morris,Great Britain
1350,M,Hugh Roddin,Great Britain
1351,M,Fred Grace,Great Britain
1352,M,Frederick Spiller,Great Britain
1353,M,H H Johnson,Great Britain
1354,M,Johnny Douglas,Great Britain
1355,M,Snowy Baker,Australasia
1356,M,William Philo,Great Britain
1357,M,Albert Oldman,Great Britain
1358,M,Sydney Evans,Great Britain
1359,M,Frederick Parks,Great Britain
1360,M,Victor Johnson,Great Britain
1361,M,Emile Demangel,France
1362,M,Karl Neumer,Germany
1363,M,Maurice Schilles,France
1364,M,André Auffray,France
1365,M,Frederick Hamlin,Great Britain
1366,M,Thomas Johnson,Great Britain
1367,M,Walter Isaacs,Great Britain
1368,M,Colin Brooks,Great Britain
1369,M,Ernie Payne,Great Britain
1370,M,Leon Meredith,Great Britain
1371,M,Ben Jones,Great Britain
1372,M,Clarrie Kingsbury,Great Britain
1373,M,Rudolf Katzer,Germany
1374,M,Hermann Martens,Germany
1375,M,William Morton,Canada
1376,M,Frederick McCarthy,Canada
1377,M,William Anderson,Canada
1378,M,Walter Andrews,Canada
1379,M,Joseph Weerbrouck,Belgium
1380,M,Charles Bartlett,Great Britain
1381,M,Charles Denny,Great Britain
1382,M,Octave Lapize,France
1383,M,Hjalmar Johansson,Sweden
1384,M,Karl Malmström,Sweden
1385,M,Arvid Spångberg,Sweden
1386,M,Albert Zürner,Germany
1387,M,Kurt Behrens,Germany
1388,M,George Gaidzik,United States
1389,M,Gaston Alibert,France
1390,M,Alexandre Lippmann,France
1391,M,Eugène Olivier,France
1392,M,Jean Stern,France
1393,M,Henri-Georges Berger,France
1394,M,Bernard Gravier,France
1395,M,Charles Collignon,France
1396,M,Leaf Daniell,Great Britain
1397,M,Edgar Amphlett,Great Britain
1398,M,Cecil Haig,Great Britain
1399,M,Martin Holt,Great Britain
1400,M,Robert Montgomerie,Great Britain
1401,M,Victor Willems,Belgium
1402,M,François Rom,Belgium
1403,M,Fernand Bosmans,Belgium
1404,M,Paul Anspach,Belgium
1405,M,Désiré Beaurain,Belgium
1406,M,Ferdinand Feyerick,Belgium
1407,M,Jenõ Fuchs,Hungary
1408,M,Béla Zulavszky,Hungary
1409,M,Vilém Goppold von Lobsdorf,Bohemia
1410,M,Lajos Werkner,Hungary
1411,M,Oszkár Gerde,Hungary
1412,M,Dezsõ Földes,Hungary
1413,M,Santi Ceccherini,Italy
1414,M,Marcello Bertinetti,Italy
1415,M,Riccardo Nowak,Italy
1416,M,Abelardo Olivier,Italy
1417,M,Alessandro Pirzio-Biroli,Italy
1418,M,Otakar Lada,Bohemia
1419,M,Vlastimil Lada-Sázavsky,Bohemia
1420,M,Bedrich Schejbal,Bohemia
1421,M,Jaroslav Tucek,Bohemia
1422,M,Stanley Shoveller,Great Britain
1423,M,Harvey Wood,Great Britain
1424,M,Eric Green,Great Britain
1425,M,Harry Freeman,Great Britain
1426,M,Louis Baillon,Great Britain
1427,M,Gerald Logan,Great Britain
1428,M,Edgar Page,Great Britain
